short_code,schematic_type,type,sub_type,hydrologic_region_id,network_version_id,is_active,connectivity_status,has_gis,from_node,to_node
C_SAC049,arc,CH,ST,1,12,True,connected,True,,
C_SJR009,arc,CH,ST,1,12,True,connected,True,,
C_OMR014,arc,CH,ST,1,12,True,connected,True,,
C_SAC030,arc,CH,ST,1,12,True,connected,True,,
C_BCK035,arc,CH,ST,2,12,True,connected,True,,
C_DED003,arc,CH,ST,2,12,True,connected,True,,
C_LPC007,arc,CH,ST,2,12,True,connected,True,,
C_QNT005,arc,CH,ST,2,12,True,connected,True,,
C_SLO007,arc,CH,ST,2,12,True,connected,True,,
C_ING008,arc,CH,ST,2,12,True,connected,True,,
SR_05_SAC217,arc,SR,,1,12,True,connected,True,,
R_08S_NA1_CBD031,arc,RT,,1,12,True,connected,True,,
C_SAC000_MIN,arc,CH,ST,1,12,True,connected,True,,
C_SAC077,arc,CH,ST,1,12,True,connected,True,,
C_SAC000_ADD,arc,CH,ST,1,12,True,connected,True,,
D_PSC013_WTPDEF,arc,D,,1,12,True,connected,True,,
C_PSC013,arc,CH,CL,1,12,True,connected,True,,
D_WTPDEF_25_PU,arc,D,,1,12,True,connected,True,,
R_15S_NU_LCWWTP,arc,RT,,1,12,True,connected,True,,
R_15N_NU_LCWWTP,arc,RT,,1,12,True,connected,True,,
R_LCWWTP_FTR025,arc,RT,,1,12,True,connected,True,,
D_CLRLK_CLLPT,arc,D,,1,12,True,connected,True,,
D_THRMF_12_NU1,arc,D,,1,12,True,connected,True,,
D_WLF013_NIDB1,arc,D,CL,1,12,True,connected,True,,
D_GCC065_08S_PA,arc,D,,1,12,True,connected,True,,
D_DER011_NIDD2,arc,D,CL,1,12,True,connected,True,,
D_DER022_DES006,arc,D,CL,1,12,True,connected,True,,
D_SFD003_CSD014,arc,D,CL,1,12,True,connected,True,,
I_WLF013,arc,IN,LI,1,12,True,connected,True,,
D_THRMA_RVC000,arc,D,,1,12,True,connected,True,,
D_WBF030_HKC002,arc,D,,1,12,True,connected,True,,
C_TTC000,arc,CH,CL,1,12,True,connected,True,,
C_MCD050,arc,CH,ST,2,12,True,connected,True,,
C_MCLRE,arc,CH,ST,2,12,True,connected,True,,
R_02_PU_CCWWTP,arc,RT,,1,12,True,connected,True,,
R_02_SU_CCWWTP,arc,RT,,1,12,True,connected,True,,
D_WKYTN_SPT003,arc,D,,1,12,True,connected,True,,
R_02_PA_SAC273,arc,RT,,1,12,True,connected,True,,
R_03_PU1_KSWCK,arc,RT,,1,12,True,connected,True,,
D_SAC296_WTPFTH,arc,D,,1,12,True,connected,True,,
D_WTPBLV_03_PU2,arc,D,,1,12,True,connected,True,,
R_03_SU_SWWWTP,arc,RT,,1,12,True,connected,True,,
R_03_PU2_SWWWTP,arc,RT,,1,12,True,connected,True,,
R_SWWWTP_SAC281,arc,RT,,1,12,True,connected,True,,
R_03_PA_SAC287,arc,RT,,1,12,True,connected,True,,
D_SAC294_03_PA,arc,D,,1,12,True,connected,True,,
D_SAC289_03_SA,arc,D,,1,12,True,connected,True,,
D_COW014_03_NA,arc,D,,1,12,True,connected,True,,
R_03_PU3_SWWWTP,arc,RT,,1,12,True,connected,True,,
C_BCN010,arc,CH,ST,1,12,True,connected,True,,
D_BTL006_03_NA,arc,D,,1,12,True,connected,True,,
R_03_NA_SAC269,arc,RT,,1,12,True,connected,True,,
R_03_SA_SAC281,arc,RT,,1,12,True,connected,True,,
D_SAC296_02_SA,arc,D,,1,12,True,connected,True,,
C_BCN005,arc,CH,ST,1,12,True,connected,True,,
D_CWD009_02_NA,arc,D,,1,12,True,connected,True,,
R_02_NA_CWD004,arc,RT,,1,12,True,connected,True,,
R_02_SA_SAC273,arc,RT,,1,12,True,connected,True,,
I_SCW008,arc,IN,LI,1,12,True,connected,True,,
I_TRNTY,arc,IN,LI,1,12,True,connected,True,,
I_SHSTA,arc,IN,LI,1,12,True,connected,True,,
I_CLR011,arc,IN,LI,1,12,True,connected,True,,
I_COW014,arc,IN,LI,1,12,True,connected,True,,
I_BCN010,arc,IN,LI,1,12,True,connected,True,,
I_BTL006,arc,IN,LI,1,12,True,connected,True,,
I_PYN001,arc,IN,LI,1,12,True,connected,True,,
I_ANT011,arc,IN,LI,1,12,True,connected,True,,
I_ELD027,arc,IN,LI,1,12,True,connected,True,,
I_THM028,arc,IN,LI,1,12,True,connected,True,,
I_MLC006,arc,IN,LI,1,12,True,connected,True,,
I_DRC012,arc,IN,LI,1,12,True,connected,True,,
I_BCC014,arc,IN,LI,1,12,True,connected,True,,
I_BTC060,arc,IN,LI,1,12,True,connected,True,,
D_ANT010_05_NA,arc,D,,1,12,True,connected,True,,
D_DRC010_05_NA,arc,D,,1,12,True,connected,True,,
D_MLC006_05_NA,arc,D,,1,12,True,connected,True,,
D_TCC001_CCL005,arc,D,CL,1,12,True,connected,True,,
D_SAC224_04_NA,arc,D,,1,12,True,connected,True,,
D_ELD012_04_NA,arc,D,,1,12,True,connected,True,,
D_THM012_04_NA,arc,D,,1,12,True,connected,True,,
D_CCL005_04_PA1,arc,D,,1,12,True,connected,True,,
R_04_PA1_THM005,arc,RT,,1,12,True,connected,True,,
R_04_PA2_SAC207,arc,RT,,1,12,True,connected,True,,
R_04_NA_SAC207,arc,RT,,1,12,True,connected,True,,
R_05_NA_SAC201,arc,RT,,1,12,True,connected,True,,
I_BLKBT,arc,IN,LI,1,12,True,connected,True,,
I_SGRGE,arc,IN,LI,1,12,True,connected,True,,
I_EPARK,arc,IN,LI,1,12,True,connected,True,,
D_STN026_06_PA,arc,D,,1,12,True,connected,True,,
D_STN021_06_PA,arc,D,,1,12,True,connected,True,,
D_TCC036_07N_PA,arc,D,,1,12,True,connected,True,,
R_07N_NA_CBD044,arc,RT,,1,12,True,connected,True,,
R_07N_PA_CBD044,arc,RT,,1,12,True,connected,True,,
D_BTC045_ESL008,arc,D,,1,12,True,connected,True,,
D_MTC000_09_SA1,arc,D,,1,12,True,connected,True,,
D_MTC000_09_NA,arc,D,,1,12,True,connected,True,,
R_09_SA2_BTC007,arc,RT,,1,12,True,connected,True,,
R_09_PR_LCC016,arc,RT,,1,12,True,connected,True,,
R_09_NA_LCC016,arc,RT,,1,12,True,connected,True,,
C_ESL008,arc,CH,ST,1,12,True,connected,True,,
R_16_NA1_DWRPS2,arc,RT,,1,12,True,connected,True,,
C_THRMA,arc,CH,ST,1,12,True,connected,True,,
C_TAB000,arc,CH,ST,1,12,True,connected,True,,
SP_SAC188_BTC003,arc,SP,,1,12,True,connected,True,,
SP_SAC159_BTC003,arc,SP,,1,12,True,connected,True,,
SP_SAC148_BTC003,arc,SP,,1,12,True,connected,True,,
D_SAC162_09_SA2,arc,D,,1,12,True,connected,True,,
D_BTC043_10_NA,arc,D,,1,12,True,connected,True,,
R_10_NA_BTC032,arc,RT,,1,12,True,connected,True,,
I_OROVL,arc,IN,LI,1,12,True,connected,True,,
C_FTR074,arc,CH,ST,1,12,True,connected,True,,
R_13_NU1_ORWWTP,arc,RT,,1,12,True,connected,True,,
R_07N_NU_CBD049,arc,RT,,1,12,True,connected,True,,
R_ORWWTP_FTR063,arc,RT,,1,12,True,connected,True,,
R_RFS13_HON004,arc,RT,,1,12,True,connected,True,,
R_12_NU1_ORWWTP,arc,RT,,1,12,True,connected,True,,
D_THRMF_11_NU1,arc,D,,1,12,True,connected,True,,
D_FTR068_THRMF,arc,D,,1,12,True,connected,True,,
R_11_NU1_ORWWTP,arc,RT,,1,12,True,connected,True,,
I_HON021,arc,IN,LI,1,12,True,connected,True,,
I_MERLC,arc,IN,LI,1,12,True,connected,True,,
I_ENGLB,arc,IN,LI,1,12,True,connected,True,,
I_CMPFW,arc,IN,LI,1,12,True,connected,True,,
D_BGD000_17N_PR,arc,D,,1,12,True,connected,True,,
R_17N_PR_CRK005,arc,RT,,1,12,True,connected,True,,
SR_11_BTC017,arc,SR,,1,12,True,connected,True,,
C_CRK005,arc,CH,,1,12,True,connected,True,,
D_BTC012_CRK005,arc,D,,1,12,True,connected,True,,
D_CRK005_17N_NR,arc,D,,1,12,True,connected,True,,
R_11_SA1_CRK005,arc,RT,,1,12,True,connected,True,,
D_BTC036_10_NA,arc,D,,1,12,True,connected,True,,
D_WTPJJO_50_PU,arc,D,,2,12,True,connected,True,,
D_DMC034_71_PA2,arc,D,,2,12,True,connected,True,,
D_DMC030_71_PA1,arc,D,,2,12,True,connected,True,,
D_SJR082_71_PA2,arc,D,,2,12,True,connected,True,,
D_CHW017_64_PA2,arc,D,,2,12,True,connected,True,,
C_MPS038,arc,CH,ST,2,12,True,connected,True,,
C_OWN040,arc,CH,ST,2,12,True,connected,True,,
C_EBP042,arc,CH,BP,2,12,True,connected,True,,
D_MCD042_63_NA2,arc,D,,2,12,True,connected,True,,
C_MCD036,arc,CH,ST,2,12,True,connected,True,,
C_LOSVQ,arc,CH,CL,1,12,True,connected,True,,
I_LOSVQ,arc,IN,LI,1,12,True,connected,True,,
D_PSC033_VJB000,arc,D,,1,12,True,connected,True,,
R_71_PA8_RFS71A,arc,RT,,2,12,True,connected,True,,
D_CAA012_71_PU1,arc,D,,2,12,True,connected,True,,
D_DMC016_WTPJJO,arc,D,,2,12,True,connected,True,,
R_71_PA2_SJR075,arc,RT,,2,12,True,connected,True,,
D_RFS13_12_NA,arc,D,,1,12,True,connected,True,,
D_FTR059_12_SA,arc,D,,1,12,True,connected,True,,
R_12_NA_HON004,arc,RT,,1,12,True,connected,True,,
C_ORT001,arc,CH,ST,2,12,True,connected,True,,
C_LBN012,arc,CH,ST,2,12,True,connected,True,,
D_SAC159_08N_SA1,arc,D,,1,12,True,connected,True,,
SR_71_SJR075,arc,SR,,2,12,True,connected,True,,
SR_61_SJR075,arc,SR,,2,12,True,connected,True,,
C_ESTMN,arc,CH,ST,2,12,True,connected,True,,
D_SAC240_05_NA,arc,D,,1,12,True,connected,True,,
D_FOLSM_26S_NU4,arc,D,,1,12,True,connected,True,,
D_RFS64_64_NA2,arc,D,,2,12,True,connected,True,,
R_RFS64_EBP022,arc,RT,,2,12,True,connected,True,,
C_DCM019,arc,CH,ST,2,12,True,connected,True,,
D_MOK050_60N_NA5,arc,D,,2,12,True,connected,True,,
C_TRNSF,arc,CH,CL,1,12,True,connected,True,,
SR_60S_SJR043,arc,SR,,2,12,True,connected,True,,
R_RFS11_BGD000,arc,RT,,1,12,True,connected,True,,
D_THRMA_WEC000,arc,D,,1,12,True,connected,True,,
D_THRMA_JBC000,arc,D,,1,12,True,connected,True,,
C_BGD000,arc,CH,CL,1,12,True,connected,True,,
D_SEC009_17S_PR,arc,D,CL,1,12,True,connected,True,,
SR_21_YBP032,arc,SR,,1,12,True,connected,True,,
D_CBD028_08S_PA,arc,D,,1,12,True,connected,True,,
R_08S_PA_CBD012,arc,RT,,1,12,True,connected,True,,
R_RFS8S_SAC097,arc,RT,,1,12,True,connected,True,,
R_RFS8S_SAC093,arc,RT,,1,12,True,connected,True,,
D_SAC121_08S_SA3,arc,D,,1,12,True,connected,True,,
D_SAC136_18_SA,arc,D,,1,12,True,connected,True,,
D_SBP028_17S_PR,arc,D,,1,12,True,connected,True,,
D_SBP031_18_NA,arc,D,,1,12,True,connected,True,,
D_BSL001_18_NA,arc,D,,1,12,True,connected,True,,
SP_SAC122_SBP021,arc,SP,,1,12,True,connected,True,,
R_18_SA_RFS18,arc,RT,,1,12,True,connected,True,,
R_RFS18_SAC122,arc,RT,,1,12,True,connected,True,,
C_SAC109,arc,CH,ST,1,12,True,connected,True,,
R_RFS18_SBP021,arc,RT,,1,12,True,connected,True,,
R_17S_PR_SBP021,arc,RT,,1,12,True,connected,True,,
D_SAC115_19_SA,arc,D,,1,12,True,connected,True,,
D_SAC099_19_SA,arc,D,,1,12,True,connected,True,,
R_17S_NA_SSL001,arc,RT,,1,12,True,connected,True,,
D_SBP014_17S_NA,arc,D,,1,12,True,connected,True,,
R_19_SA_RD1500,arc,RT,,1,12,True,connected,True,,
D_FDC006_14_NA,arc,D,,1,12,True,connected,True,,
D_YUB013_14_NA,arc,D,,1,12,True,connected,True,,
R_14_NA_RFS14,arc,RT,,1,12,True,connected,True,,
R_RFS14_JCK002,arc,RT,,1,12,True,connected,True,,
R_RFS14_YUB014,arc,RT,,1,12,True,connected,True,,
D_YUB011_15N_NA2,arc,D,,1,12,True,connected,True,,
D_YUB003_15N_NU,arc,D,,1,12,True,connected,True,,
R_15N_NA2_JCK002,arc,RT,,1,12,True,connected,True,,
R_15N_NA1_FTR031,arc,RT,,1,12,True,connected,True,,
D_FTR031_WTPCYC,arc,D,,1,12,True,connected,True,,
D_WTPCYC_16_PU,arc,D,,1,12,True,connected,True,,
R_16_PU_YCWWTP,arc,RT,,1,12,True,connected,True,,
R_YCWWTP_FTR028,arc,RT,,1,12,True,connected,True,,
SR_15N_JCK002,arc,SR,,1,12,True,connected,True,,
SR_14_JCK002,arc,SR,,1,12,True,connected,True,,
R_11_NA_DWRPS2,arc,RT,,1,12,True,connected,True,,
R_DWRPS2_SBP021,arc,RT,,1,12,True,connected,True,,
D_DWRPS2_11_NA,arc,D,,1,12,True,connected,True,,
C_YBP034,arc,CH,BP,1,12,True,connected,True,,
D_FTR018_16_SA,arc,D,,1,12,True,connected,True,,
D_FTR014_16_SA,arc,D,,1,12,True,connected,True,,
D_DWRPS1_16_NA2,arc,D,,1,12,True,connected,True,,
R_DWRPS1_SBP012,arc,RT,,1,12,True,connected,True,,
R_16_NA2_DWRPS1,arc,RT,,1,12,True,connected,True,,
R_16_PA_DWRPS2,arc,RT,,1,12,True,connected,True,,
D_FTR021_16_PA,arc,D,,1,12,True,connected,True,,
D_FTR028_15S_SA,arc,D,,1,12,True,connected,True,,
D_YUB011_15S_NA2,arc,D,,1,12,True,connected,True,,
R_15S_NU_DHC001,arc,RT,,1,12,True,connected,True,,
R_15S_NA2_DHC001,arc,RT,,1,12,True,connected,True,,
R_15S_SA_FTR014,arc,RT,,1,12,True,connected,True,,
R_23_NA_RFS23,arc,RT,,1,12,True,connected,True,,
D_BRR017_23_NA,arc,D,,1,12,True,connected,True,,
C_FSC003,arc,CH,CL,1,12,True,connected,True,,
C_SAC136,arc,CH,ST,1,12,True,connected,True,,
C_SAC196,arc,CH,ST,1,12,True,connected,True,,
R_RFS23_CCK007,arc,RT,,1,12,True,connected,True,,
R_RFS23_BRR004,arc,RT,,1,12,True,connected,True,,
D_WTPBWM_24_NU1,arc,D,,1,12,True,connected,True,,
I_RLLNS,arc,IN,LI,1,12,True,connected,True,,
I_SPLDG,arc,IN,IM,1,12,True,connected,True,,
I_CMBIE,arc,IN,LI,1,12,True,connected,True,,
D_SAC077_WTPSRW,arc,D,PRP,1,12,True,connected,True,,
D_CRC002_22_SA1,arc,D,,1,12,True,connected,True,,
D_SAC082_22_SA1,arc,D,,1,12,True,connected,True,,
D_SAC076_22_SA1,arc,D,,1,12,True,connected,True,,
R_RFS22_SAC066,arc,RT,,1,12,True,connected,True,,
R_22_NA_RFS22,arc,RT,,1,12,True,connected,True,,
R_22_SA1_RFS22,arc,RT,,1,12,True,connected,True,,
D_WTPSRW_26N_PU1,arc,D,PRP,1,12,True,connected,True,,
R_RFS22_EMD001,arc,RT,,1,12,True,connected,True,,
C_NFA016,arc,CH,ST,1,12,True,connected,True,,
C_MRM001,arc,CH,ST,1,12,True,connected,True,,
C_STH007,arc,CH,ST,1,12,True,connected,True,,
I_DHC021,arc,IN,LI,1,12,True,connected,True,,
D_FOLSM_WTPSJP,arc,D,,1,12,True,connected,True,,
C_WBF015,arc,CH,ST,1,12,True,connected,True,,
D_FOLSM_WTPRSV,arc,D,,1,12,True,connected,True,,
D_WTPRSV_26N_PU1,arc,D,,1,12,True,connected,True,,
D_WTPSJP_26N_NU1,arc,D,,1,12,True,connected,True,,
R_RFS26N_DCWWTP,arc,RT,,1,12,True,connected,True,,
C_WSE004,arc,CH,CL,1,12,True,connected,True,,
D_WSE004_24_NU3,arc,D,,1,12,True,connected,True,,
D_LBC010_PCWA3,arc,D,,1,12,True,connected,True,,
C_LBC049,arc,CH,CL,1,12,True,connected,True,,
D_LBC038_WTPAUB,arc,D,,1,12,True,connected,True,,
C_LBC032,arc,CH,CL,1,12,True,connected,True,,
C_LBC030,arc,CH,CL,1,12,True,connected,True,,
D_WTPAUB_24_NU1,arc,D,,1,12,True,connected,True,,
R_24_NU1_ABN027,arc,RT,,1,12,True,connected,True,,
D_FOLSM_WTPFOL,arc,D,,1,12,True,connected,True,,
D_AMR017_WTPBJM,arc,D,,1,12,True,connected,True,,
C_ABN010,arc,CH,ST,1,12,True,connected,True,,
D_ABN006_23_NA,arc,D,,1,12,True,connected,True,,
R_26S_PU1_SRWWTP,arc,RT,,1,12,True,connected,True,,
D_WTPCOL_26S_PU2,arc,D,,1,12,True,connected,True,,
D_FSC003_WTPCOL,arc,D,,1,12,True,connected,True,,
D_WTPBJM_26N_NU2,arc,D,,1,12,True,connected,True,,
D_SAC050_FPT013,arc,D,,1,12,True,connected,True,,
R_26S_PU6_SRWWTP,arc,RT,,1,12,True,connected,True,,
D_SAC062_WTPSAC,arc,D,,1,12,True,connected,True,,
D_SAC065_WTPBTB,arc,D,,1,12,True,connected,True,,
R_26S_NU1_SRWWTP,arc,RT,,1,12,True,connected,True,,
D_WTPSAC_26S_NU1,arc,D,,1,12,True,connected,True,,
D_WTPVNY_26S_PU6,arc,D,,1,12,True,connected,True,,
R_SRWWTP_SAC048,arc,RT,,1,12,True,connected,True,,
C_KLR005,arc,CH,CL,1,12,True,connected,True,,
SP_SAC083_YBP037,arc,SP,,1,12,True,connected,True,,
D_SAC083_21_SA,arc,D,,1,12,True,connected,True,,
D_YBP023_21_SA,arc,D,,1,12,True,connected,True,,
D_SAC074_21_SA,arc,D,,1,12,True,connected,True,,
D_CCH030_20_NA1,arc,D,,1,12,True,connected,True,,
R_20_NA1_WSB000,arc,RT,,1,12,True,connected,True,,
R_20_NU1_DVWWTP,arc,RT,,1,12,True,connected,True,,
R_20_NA2_WSB000,arc,RT,,1,12,True,connected,True,,
R_WLWWTP_YBP032,arc,RT,,1,12,True,connected,True,,
D_FPT013_FSC013,arc,D,,1,12,True,connected,True,,
D_WTPFOL_26S_PU1,arc,D,,1,12,True,connected,True,,
D_WTPVNY_26S_PU1,arc,D,PRP,1,12,True,connected,True,,
D_WTPFBN_26S_NU2,arc,D,,1,12,True,connected,True,,
D_WTPFBN_26S_NU1,arc,D,,1,12,True,connected,True,,
D_WTPSAC_26N_NU3,arc,D,,1,12,True,connected,True,,
D_WTPSRW_26N_NU3,arc,D,PRP,1,12,True,connected,True,,
SP_SAC066_YBP020,arc,SP,,1,12,True,connected,True,,
R_21_SA_YBP020,arc,RT,,1,12,True,connected,True,,
R_21_NA_YBP032,arc,RT,,1,12,True,connected,True,,
C_CCK022,arc,CH,ST,1,12,True,connected,True,,
R_21_PU_SRWWTP,arc,RT,,1,12,True,connected,True,,
D_WTPBTB_21_PU,arc,D,,1,12,True,connected,True,,
I_BRYSA,arc,IN,LI,1,12,True,connected,True,,
I_CLRLK,arc,IN,LI,1,12,True,connected,True,,
D_PSC006_25_PA2,arc,D,,1,12,True,connected,True,,
D_PSC003_25_PA1,arc,D,,1,12,True,connected,True,,
D_CSL005_25_NA,arc,D,,1,12,True,connected,True,,
SR_02_SAC271,arc,SR,,1,12,True,connected,True,,
SR_03_SAC265,arc,SR,,1,12,True,connected,True,,
SR_04_SAC207,arc,SR,,1,12,True,connected,True,,
SR_05_SAC201,arc,SR,,1,12,True,connected,True,,
SR_06_CBD049,arc,SR,,1,12,True,connected,True,,
SR_07N_CBD049,arc,SR,,1,12,True,connected,True,,
SR_07S_CBD038,arc,SR,,1,12,True,connected,True,,
SR_08N_CBD049,arc,SR,,1,12,True,connected,True,,
SR_09_BSL001,arc,SR,,1,12,True,connected,True,,
C_SAC257,arc,CH,ST,1,12,True,connected,True,,
SR_10_BTC017,arc,SR,,1,12,True,connected,True,,
SR_13_RFS13,arc,SR,,1,12,True,connected,True,,
SR_15S_FTR012,arc,SR,,1,12,True,connected,True,,
SR_11_DWRPS1,arc,SR,,1,12,True,connected,True,,
SR_18_RFS18,arc,SR,,1,12,True,connected,True,,
R_18_NA_RFS18,arc,RT,,1,12,True,connected,True,,
SR_19_RD1500,arc,SR,,1,12,True,connected,True,,
SR_08S_CBD028,arc,SR,,1,12,True,connected,True,,
SR_08S_RFS8S,arc,SR,,1,12,True,connected,True,,
SR_20_YBP023,arc,SR,,1,12,True,connected,True,,
SR_25_CSL005,arc,SR,,1,12,True,connected,True,,
SR_21_YBP023,arc,SR,,1,12,True,connected,True,,
SR_22_SAC066,arc,SR,,1,12,True,connected,True,,
SR_24_ABN000,arc,SR,,1,12,True,connected,True,,
SR_26N_EMD001,arc,SR,,1,12,True,connected,True,,
SR_26S_MOK014,arc,SR,,1,12,True,connected,True,,
SR_17S_SSL001,arc,SR,,1,12,True,connected,True,,
R_25_PA1_RFS25,arc,RT,,1,12,True,connected,True,,
SR_24_CCK007,arc,SR,,1,12,True,connected,True,,
C_SJR173,arc,CH,ST,2,12,True,connected,True,,
C_SJR179,arc,CH,ST,2,12,True,connected,True,,
C_SJR185,arc,CH,ST,2,12,True,connected,True,,
C_SJR192,arc,CH,ST,2,12,True,connected,True,,
C_SJR195,arc,CH,ST,2,12,True,connected,True,,
C_SJR198,arc,CH,ST,2,12,True,connected,True,,
C_SJR200,arc,CH,ST,2,12,True,connected,True,,
C_SJR201,arc,CH,ST,2,12,True,connected,True,,
C_SJR205,arc,CH,ST,2,12,True,connected,True,,
C_SJR213,arc,CH,ST,2,12,True,connected,True,,
C_SJR221,arc,CH,ST,2,12,True,connected,True,,
C_SJR225,arc,CH,ST,2,12,True,connected,True,,
C_SJR227,arc,CH,ST,2,12,True,connected,True,,
C_SJR235,arc,CH,ST,2,12,True,connected,True,,
D_WTPSJP_26N_PU2,arc,D,,1,12,True,connected,True,,
D_WTPSJP_26N_PU3,arc,D,,1,12,True,connected,True,,
C_NTOMA,arc,CH,ST,1,12,True,connected,True,,
R_24_NA3_SCR002,arc,RT,,1,12,True,connected,True,,
R_RFS26S_AMR020,arc,RT,,1,12,True,connected,True,,
C_AMR017,arc,CH,ST,1,12,True,connected,True,,
D_AMR007_WTPFBN,arc,D,,2,12,True,connected,True,,
C_AMR009,arc,CH,ST,1,12,True,connected,True,,
D_WTPFBN_26N_NU1,arc,D,PRP,1,12,True,connected,True,,
R_26N_NU1_SRWWTP,arc,RT,,1,12,True,connected,True,,
R_26N_NU4_SRWWTP,arc,RT,,1,12,True,connected,True,,
R_26N_NU5_SRWWTP,arc,RT,,1,12,True,connected,True,,
R_26S_NU2_SRWWTP,arc,RT,,1,12,True,connected,True,,
R_26S_NU3_SRWWTP,arc,RT,,1,12,True,connected,True,,
D_WTPSAC_26S_PU4,arc,D,,1,12,True,connected,True,,
D_WTPVNY_26S_PU5,arc,D,,1,12,True,connected,True,,
R_72_PR6_RFS72A,arc,RT,,2,12,True,connected,True,,
R_RFS72A_MSS014,arc,RT,,2,12,True,connected,True,,
D_DMC091_73_PA3,arc,D,,2,12,True,connected,True,,
R_73_PA3_SLD027,arc,RT,,2,12,True,connected,True,,
R_73_XA_SLD027,arc,RT,,2,12,True,connected,True,,
D_MDOTA_91_PA,arc,D,,2,12,True,connected,True,,
D_DMC111_73_XA,arc,D,,2,12,True,connected,True,,
D_MDOTA_73_XA,arc,D,,2,12,True,connected,True,,
D_DMC105_73_PA2,arc,D,,2,12,True,connected,True,,
R_73_PA2_SLD027,arc,RT,,2,12,True,connected,True,,
D_ARY010_72_PR3,arc,D,,2,12,True,connected,True,,
R_72_XA1_SAL017,arc,RT,,2,12,True,connected,True,,
D_MDOTA_XCC010,arc,D,CL,2,12,True,connected,True,,
R_64_XA_SJR185,arc,RT,,2,12,True,connected,True,,
R_TKWWTP_SJR101,arc,RT,,2,12,True,connected,True,,
C_OWN011,arc,CH,ST,2,12,True,connected,True,,
D_MDOTA_64_XA,arc,D,,2,12,True,connected,True,,
D_CAA143_90_PA1,arc,D,,2,12,True,connected,True,,
D_CAA155_90_PA1,arc,D,,2,12,True,connected,True,,
D_MDOTA_91_PR,arc,D,,2,12,True,connected,True,,
R_91_PR_FSL005,arc,RT,,2,12,True,connected,True,,
R_91_PA_FSL012,arc,RT,,2,12,True,connected,True,,
I_FSL012,arc,IN,IM,2,12,True,connected,True,,
D_CAA143_90_PU,arc,D,,2,12,True,connected,True,,
R_72_NA1_SJR106,arc,RT,,2,12,True,connected,True,,
D_SJR116_72_NA1,arc,D,,2,12,True,connected,True,,
D_DMC044_71_PA5,arc,D,,2,12,True,connected,True,,
R_RFS71B_SJR106,arc,RT,,2,12,True,connected,True,,
R_71_PA7_SJR091,arc,RT,,2,12,True,connected,True,,
D_CAA046_71_PA7,arc,D,,2,12,True,connected,True,,
D_MDOTA_90_PA1,arc,D,,2,12,True,connected,True,,
D_CAA005_SBA000,arc,D,,2,12,True,connected,True,,
C_WBF030,arc,CH,ST,1,12,True,connected,True,,
C_SLD027,arc,CH,Canal,2,12,True,connected,True,,
C_BRV001,arc,CH,CH,2,12,True,connected,True,,
C_BRV002,arc,CH,CH,2,12,True,connected,True,,
D_NFM007_ELT000,arc,D,CL,2,12,True,connected,True,,
C_SFA067,arc,CH,ST,1,12,True,connected,True,,
C_TGR001,arc,CH,CL,2,12,True,connected,True,,
D_BRV002_TGR006,arc,D,,2,12,True,connected,True,,
C_BRV003,arc,CH,CH,2,12,True,connected,True,,
D_SLTSP_TGR000,arc,D,,2,12,True,connected,True,,
C_TGR021,arc,CH,ST,2,12,True,connected,True,,
C_MFM006,arc,CH,ST,2,12,True,connected,True,,
C_BCM003,arc,CH,ST,2,12,True,connected,True,,
C_MFM008,arc,CH,ST,2,12,True,connected,True,,
C_MFM001,arc,CH,ST,2,12,True,connected,True,,
C_MFM007,arc,CH,ST,2,12,True,connected,True,,
C_SFM003,arc,CH,ST,2,12,True,connected,True,,
C_SFM005,arc,CH,ST,2,12,True,connected,True,,
I_NFM006,arc,IN,LI,2,12,True,connected,True,,
C_NLL016,arc,CH,ST,1,12,True,connected,True,,
C_MFF095,arc,CH,,1,12,True,connected,True,,
C_MFF088,arc,CH,,1,12,True,connected,True,,
C_LLC007,arc,CH,ST,1,12,True,connected,True,,
C_FRMAN,arc,CH,ST,1,12,True,connected,True,,
C_DAVIS,arc,CH,ST,1,12,True,connected,True,,
C_BGC002,arc,CH,ST,1,12,True,connected,True,,
D_NLL016_LCCWD,arc,D,,1,12,True,connected,True,,
R_LCCWD_MFF095,arc,RT,,1,12,True,connected,True,,
SR_23_CCK007,arc,SR,,1,12,True,connected,True,,
R_25_NA_CSL005,arc,RT,,1,12,True,connected,True,,
R_25_PA2_CSL005,arc,RT,,1,12,True,connected,True,,
R_RFS25_CSL005,arc,RT,,1,12,True,connected,True,,
D_RFS25_25_PA2,arc,D,,1,12,True,connected,True,,
CT_FREEPORT,arc,CT,,1,12,True,connected,True,,
CT_BENDBRIDGE,arc,CT,,1,12,True,connected,True,,
C_MOK057,arc,CH,ST,2,12,True,connected,True,,
C_MOK055,arc,CH,ST,2,12,True,connected,True,,
C_MOK050,arc,CH,ST,2,12,True,connected,True,,
C_MOK044,arc,CH,ST,2,12,True,connected,True,,
C_MOK034,arc,CH,ST,2,12,True,connected,True,,
C_MOK028,arc,CH,ST,2,12,True,connected,True,,
C_MOK022,arc,CH,ST,2,12,True,connected,True,,
C_MOK019,arc,CH,ST,2,12,True,connected,True,,
C_PSC006,arc,CH,CL,1,12,True,connected,True,,
DD_MOK004_MOK,arc,DD,,1,12,True,connected,True,,
D_NBA009_WTPTAB,arc,D,CL,1,12,True,connected,True,,
