short_code,calsim_id,node_type_id,name,description,riv_mi,riv_name,comment,c2vsim_gw,c2vsim_sw,type,sub_type,nrest_gage,strm_code,rm_ii,hydrologic_region_id,latitude,longitude,model_source_id,source_id,parent_node_id,integration_status_id,network_version_id,is_active,connectivity_status,has_gis
AMR020,AMR020,7,AMR020,C2VSIM Node,20.0,American River,C2VSIM Node,384,376.0,CH,STM,,AMR,20.0,1,38.6373076391725,-121.263134104477,1,4,,1,12,True,connected,True
LBC043,LBC043,2,LBC043,Diversion to Shirland Canal/Mormon Ravine,42.62,Lower Boardman Canal,Diversion to Shirland Canal/Mormon Ravine,,,CH,CNL,,LBC,43.0,1,38.8862625652703,-121.071588883143,1,4,,1,12,True,connected,True
CCK007,CCK007,7,CCK007,Inflow from RFS23.,6.6,Coon Creek,Inflow from RFS23.,,,CH,STM,,CCK,7.0,1,38.8932402289483,-121.525059565645,1,4,,1,12,True,connected,True
CRC002,CRC002,2,CRC002,,2.41,Natomas Cross Canal,,,,CH,CNL,,CRC,2.0,1,38.8035743850605,-121.574039536574,1,4,,1,12,True,connected,True
SAC289,SAC289,7,SAC289,South Bonnieville Pumping Plant,289.15,Sacramento River,South Bonnieville Pumping Plant,009,207.0,CH,STM,,SAC,289.0,1,40.5373847168122,-122.356245552354,1,4,,1,12,True,connected,True
NTOMA,NTOMA,26,NTOMA,Lake Natoma and diversion point for Folsom South Canal. C2VSIM/CalSim2 Node.,22.5,American River,Lake Natoma and diversion point for Folsom South Canal. C2VSIM/CalSim2 Node.,385,375.0,STR,SIM,,,,1,38.6372982148497,-121.220443461738,1,4,,1,12,True,connected,True
FOLSM,FOLSM,26,FOLSM,Folsom Lake Dam. Diversion point for San Juan (Sidney N. Peterson) and City of Roseville WTPs upstream of USGS Gage - 11446220. C2VSIM/CalSim2 Node.,29.39,American River,Folsom Lake Dam. Diversion point for San Juan (Sidney N. Peterson) and City of Roseville WTPs upstream of USGS Gage - 11446220. C2VSIM/CalSim2 Node.,389,374.0,STR,SIM,11446220,,,1,38.7077827916835,-121.156890533189,1,4,,1,12,True,connected,True
FSC003,FSC003,2,FSC003,Diversion to Coloma WTP. CalSim2 Node,3.0,Folsom South Canal,Diversion to Coloma WTP. CalSim2 Node,,,CH,CNL,,FSC,3.0,1,38.6084621389278,-121.254774512931,1,4,,1,12,True,connected,True
FSC015,FSC015,2,FSC015,Non-District Ag diversion,15.0,Folsom South Canal,Non-District Ag diversion,,,CH,CNL,,FSC,15.0,2,38.4572760521432,-121.216669423124,1,4,,1,12,True,connected,True
FSC025,FSC025,2,FSC025,Diversion to Rancho Seco Nuclear Power Plant,24.67,Folsom South Canal,Diversion to Rancho Seco Nuclear Power Plant,,,CH,CNL,,FSC,25.0,2,38.3365719398811,-121.189757288473,1,4,,1,12,True,connected,True
FSC027,FSC027,2,FSC027,Proposed Diversion to East Bay MUD via Mokolumne Aqueduct(wrong name in DU_Table).,26.26,Folsom South Canal,Proposed Diversion to East Bay MUD via Mokolumne Aqueduct(wrong name in DU_Table).,,,CH,CNL,,FSC,27.0,1,38.3120748394778,-121.183301779084,1,4,,1,12,True,connected,True
FSC013,FSC013,2,FSC013,Inflow from proposed Freeport Diversion on Sacramento River.,12.56,Folsom South Canal,Inflow from proposed Freeport Diversion on Sacramento River.,,,CH,CNL,,FSC,13.0,1,38.4838734512688,-121.244141546608,1,4,,1,12,True,connected,True
02_SU,02_SU,23,02_SU,,,,,,,S,U,,,,1,40.5674788102694,-122.398707356778,1,4,,1,12,True,connected,True
02_PU,02_PU,18,02_PU,,,,,,,PR,U,,,,1,40.520688536708,-122.480823901094,1,4,,1,12,True,connected,True
02_PA,02_PA,16,02_PA,,,,,,,PR,A,,,,1,40.4858981027312,-122.515680452241,1,4,,1,12,True,connected,True
03_SU,03_SU,23,03_SU,Urban Settlement Contractors,,,Urban Settlement Contractors,,,S,U,,,,1,40.6048508635461,-122.419611349541,1,4,,1,12,True,connected,True
03_PU1,03_PU1,18,03_PU1,,,,,,,PR,U,,,,1,40.6753607362613,-122.381173089878,1,4,,1,12,True,connected,True
03_PU2,03_PU2,18,03_PU2,,,,,,,PR,U,,,,1,40.6366530197037,-122.252993988626,1,4,,1,12,True,connected,True
03_PA,03_PA,16,03_PA,,,,,,,PR,A,,,,1,40.5836689369473,-122.293783454058,1,4,,1,12,True,connected,True
SAC271,SAC271,7,SAC271,Confluence with Cottonwood Creek,271.0,Sacramento River,Confluence with Cottonwood Creek,,,CH,STM,,SAC,271.0,1,40.3803979757993,-122.199122067384,1,4,,1,12,True,connected,True
SAC273,SAC273,6,SAC273,Balls Ferry,273.45,Sacramento River,Balls Ferry,,,CH,SG,DWR  (BSF),SAC,273.0,1,40.4174821035263,-122.194071817266,1,4,,1,12,True,connected,True
02_NU,02_NU,12,02_NU,,,,,,,NP,U,,,,1,40.4469693926986,-122.296986057724,1,4,,1,12,True,connected,True
WTPCSD,WTPCSD,27,WTPCSD,Clear Creek CSD WTP,,,Clear Creek CSD WTP,,,WTP,,,,,1,40.5960017768928,-122.536528575828,1,4,,1,12,True,connected,True
WTPJMS,WTPJMS,27,WTPJMS,Shasta Lake Water Treatment Plant (proxy for Jones Valley/Shasta/Mountain Gate WTPs),,,Shasta Lake Water Treatment Plant (proxy for Jones Valley/Shasta/Mountain Gate WTPs),,,WTP,,,,,1,40.7132965755023,-122.413512659076,1,4,,1,12,True,connected,True
CCWWTP,CCWWTP,29,CCWWTP,Clear Creek Wastewater Treatment Plant,,,Clear Creek Wastewater Treatment Plant,,,WWTP,,,,,1,40.5026956793667,-122.369066936722,1,4,,1,12,True,connected,True
SWWWTP,SWWWTP,29,SWWWTP,"Stillwater WWTF? Model shows returns from this node to SAC285 which is about 4mi upstream.  CCWWTP is there, but on the wrong side of the river.",,,"Stillwater WWTF? Model shows returns from this node to SAC285 which is about 4mi upstream.  CCWWTP is there, but on the wrong side of the river.",,,WWTP,,,,,1,40.4764439687379,-122.290128469172,1,4,,1,12,True,connected,True
WTPFTH,WTPFTH,27,WTPFTH,Foothill Water Treatment Plant,,,Foothill Water Treatment Plant,,,WTP,,,,,1,40.5819737621717,-122.418786342328,1,4,,1,12,True,connected,True
02_NA,02_NA,10,02_NA,,,,,,,NP,A,,,,1,40.3443376973288,-122.291256360261,1,4,,1,12,True,connected,True
03_SA,03_SA,22,03_SA,Non-District Settlement Ag,,,Non-District Settlement Ag,,,S,A,,,,1,40.492618862665,-122.318809337937,1,4,,1,12,True,connected,True
03_NA,03_NA,10,03_NA,,,,,,,NP,A,,,,1,40.4823096725432,-122.096815816979,1,4,,1,12,True,connected,True
03_NU,03_NU,12,03_NU,,,,,,,NP,U,,,,1,40.5013761753631,-122.078175210169,1,4,,1,12,True,isolated,True
BCN010,BCN010,6,BCN010,Bear Creek North inflow point near USGS Gage - 113741000,10.0,Bear Creek,Bear Creek North inflow point near USGS Gage - 113741000,,,CH,SG,11374100,BCN,10.0,1,40.5281362366276,-122.117153797817,1,4,,1,12,True,connected,True
SAC299,SAC299,6,SAC299,Sacramento River at Keswick,298.65,Sacramento River,Sacramento River at Keswick,,,CH,SG,11370500,SAC,299.0,1,40.6015554426744,-122.444159022202,1,4,,1,12,True,connected,True
05_NA,05_NA,10,05_NA,,,,,,,NP,A,,,,1,39.9969447862991,-122.033881701306,1,4,,1,12,True,connected,True
05_NU,05_NU,12,05_NU,,,,,,,NP,U,,,,1,40.0630958217846,-122.090652613933,1,4,,1,12,True,isolated,True
04_PA1,04_PA1,16,04_PA1,,,,,,,PR,A,,,,1,39.9926250728097,-122.205802365388,1,4,,1,12,True,connected,True
04_PA2,04_PA2,16,04_PA2,,,,,,,PR,A,,,,1,39.8468038480148,-122.194667515852,1,4,,1,12,True,connected,True
04_NU1,04_NU1,12,04_NU1,Red Bluff,,,Red Bluff,,,NP,U,,,,1,40.1702130863706,-122.25400370033,1,4,,1,12,True,connected,True
04_NA,04_NA,10,04_NA,,,,,,,NP,A,,,,1,39.9326389092639,-122.156258610367,1,4,,1,12,True,connected,True
06_PA,06_PA,16,06_PA,,,,,,,PR,A,,,,1,39.7462493214978,-122.216314359848,1,4,,1,12,True,connected,True
06_NA,06_NA,10,06_NA,,,,,,,NP,A,,,,1,39.8015710885902,-122.313438136286,1,4,,1,12,True,isolated,True
06_NU,06_NU,12,06_NU,City of Orland,,,City of Orland,,,NP,U,,,,1,39.7497383498727,-122.193298797273,1,4,,1,12,True,isolated,True
07N_PA,07N_PA,16,07N_PA,,,,,,,PR,A,,,,1,39.5847810626097,-122.244693658022,1,4,,1,12,True,connected,True
07N_NA,07N_NA,10,07N_NA,,,,,,,NP,A,,,,1,39.586434953479,-122.157420421254,1,4,,1,12,True,connected,True
09_SA1,09_SA1,22,09_SA1,M and T Ranch Inc.,,,M and T Ranch Inc.,,,S,A,,,,1,39.6732264671513,-121.911100791183,1,4,,1,12,True,connected,True
09_NA,09_NA,10,09_NA,,,,,,,NP,A,,,,1,39.600807662417,-121.925706486227,1,4,,1,12,True,connected,True
09_SA2,09_SA2,22,09_SA2,,,,,,,S,A,,,,1,39.3195149382542,-121.942415443211,1,4,,1,12,True,connected,True
09_PR,09_PR,17,09_PR,,,,,,,PR,R,,,,1,39.5793146038634,-121.940790331426,1,4,,1,12,True,connected,True
10_NU2,10_NU2,12,10_NU2,Urban concentration in aerial imagery.,,,Urban concentration in aerial imagery.,,,NP,U,,,,1,39.6449320616554,-121.803962004865,1,4,,1,12,True,isolated,True
10_NA,10_NA,10,10_NA,Durham ID,,,Durham ID,,,NP,A,,,,1,39.6139078043884,-121.727022712008,1,4,,1,12,True,connected,True
GCC036,GCC036,2,GCC036,C2VSIM Node,36.03,Glenn-Colusa Canal,C2VSIM Node,211,309.0,CH,CNL,,GCC,36.0,1,39.3780949367238,-122.256513165066,1,4,,1,12,True,connected,True
TCC066,TCC066,2,TCC066,Funks Reservoir,66.25,Tehama-Colusa Canal,Funks Reservoir,,,CH,CNL,,TCC,66.0,1,39.3297682784665,-122.288792266168,1,4,,1,12,True,connected,True
11_NU1,11_NU1,12,11_NU1,,,,,,,NP,U,,,,1,39.5146114579312,-121.599503702193,1,4,,1,12,True,connected,True
THRMF,THRMF,24,THRMF,Thermalito Forebay,,,Thermalito Forebay,,,STR,,,PCL,,1,39.5142171031573,-121.627907229736,1,4,,1,12,True,connected,True
THRMA,THRMA,26,THRMA,Thermalito Afterbay,,,Thermalito Afterbay,,,STR,SIM,,,,1,39.5007519004787,-121.653487813187,1,4,,1,12,True,connected,True
13_NA,13_NA,10,13_NA,,,,,,,NP,A,,,,1,39.4516915226541,-121.394261371618,1,4,,1,12,True,connected,True
13_NU1,13_NU1,12,13_NU1,,,,,,,NP,U,,,,1,39.4873665086766,-121.512909266796,1,4,,1,12,True,connected,True
ORWWTP,ORWWTP,29,ORWWTP,Oroville Wastewater Treatment Plant,,,Oroville Wastewater Treatment Plant,,,WWTP,,,,,1,39.4866739769036,-121.565218965184,1,4,,1,12,True,connected,True
RFS13,RFS13,21,RFS13,,,,,,,RFS,,,,,1,39.3728606960091,-121.475352162462,1,4,,1,12,True,connected,True
12_NA,12_NA,10,12_NA,,,,,,,NP,A,,,,1,39.3713242429333,-121.591908483495,1,4,,1,12,True,connected,True
12_NU1,12_NU1,12,12_NU1,,,,,,,NP,U,,,,1,39.5067598895485,-121.552906194593,1,4,,1,12,True,connected,True
WEC000,WEC000,6,WEC000,Diverstion to Western and Richvale Canals,0.0,,Diverstion to Western and Richvale Canals,,,CH,SG,11406880 / 11406900,WEC,0.0,1,39.5052078691135,-121.685679431118,1,4,,1,12,True,connected,True
JBC000,JBC000,6,JBC000,,0.0,Sutter-Butte Canal at Intake.  Joint Board Canal,,,,CH,SG,11406910,JBC,0.0,1,39.4517155747584,-121.658583746121,1,4,,1,12,True,connected,True
BGD000,BGD000,2,BGD000,,,Biggs-West Gridley Drain,,,,CH,CNL,,BGD,,1,39.4064457731364,-121.750783120726,1,4,,1,12,True,connected,True
CRK005,CRK005,2,CRK005,,,Biggs-West Gridley Drain,,,,CH,CNL,,CRK,,1,39.3278708070276,-121.882095665033,1,4,,1,12,True,connected,True
RFS11,RFS11,21,RFS11,,,,,,,RFS,,,,,1,39.4070445049013,-121.710546113794,1,4,,1,12,True,connected,True
11_SA3,11_SA3,22,11_SA3,,,,,,,S,A,,,,1,39.4073394057527,-121.690488827431,1,4,,1,12,True,connected,True
11_SA1,11_SA1,22,11_SA1,,,,,,,S,A,,,,1,39.526128933261,-121.788352444711,1,4,,1,12,True,connected,True
17N_PR,17N_PR,17,17N_PR,,,,,,,PR,R,,,,1,39.3287941545343,-121.824114796296,1,4,,1,12,True,connected,True
17N_NR,17N_NR,11,17N_NR,,,,,,,NP,R,,,,1,39.3183559224442,-121.89384467784,1,4,,1,12,True,connected,True
17N_NA,17N_NA,10,17N_NA,Groundwater Only,,,Groundwater Only,,,NP,A,,,,1,39.2642064134484,-121.924967038481,1,4,,1,12,True,connected,True
08N_PR1,08N_PR1,17,08N_PR1,Sacramento NWR,,,Sacramento NWR,,,PR,R,,,,1,39.4427884039545,-122.162913134565,1,4,,1,12,True,connected,True
OWC000,OWC000,2,OWC000,Conceptual Diversion Node,,Oroville-Wyandotte Canal,Conceptual Diversion Node,,,CH,CNL,,OWC,,1,39.4957444944895,-121.377194232292,1,4,,1,12,True,connected,True
HON021,HON021,7,HON021,,20.5,South Honcut Creek,,,,CH,STM,,HON,21.0,1,39.3678327168379,-121.372080242925,1,4,,1,12,True,connected,True
MIO023,MIO023,2,MIO023,,,Upper Miocene Canal,,,,CH,CNL,,MIO,,1,39.6050302329945,-121.600735757381,1,4,,1,12,True,connected,True
08N_NA,08N_NA,10,08N_NA,,,,,,,NP,A,,,,1,39.5048600904691,-122.027096074469,1,4,,1,12,True,connected,True
08N_NU,08N_NU,12,08N_NU,Groundwater,,,Groundwater,,,NP,U,,,,1,39.7419704621123,-122.012125779489,1,4,,1,12,True,isolated,True
08N_SA1,08N_SA1,22,08N_SA1,,,,,,,S,A,,,,1,39.3848925527937,-122.050300421473,1,4,,1,12,True,connected,True
08N_SA2,08N_SA2,22,08N_SA2,,,,,,,S,A,,,,1,39.5016615852642,-122.145852746222,1,4,,1,12,True,connected,True
DWRPS2,DWRPS2,19,DWRPS2,,,,,,,PS,,,,,1,39.0263180840683,-121.726815503471,1,4,,1,12,True,connected,True
DWRPS1,DWRPS1,19,DWRPS1,DWR Pump Station No.1,,,DWR Pump Station No.1,,,PS,,,,,1,38.9317870695291,-121.634229819176,1,4,,1,12,True,connected,True
08S_NA1,08S_NA1,10,08S_NA1,,,,,,,NP,A,,,,1,39.1622367967973,-121.967961727523,1,4,,1,12,True,connected,True
07S_PA,07S_PA,16,07S_PA,,,,,,,PR,A,,,,1,39.0638385579924,-122.150069444366,1,4,,1,12,True,connected,True
07S_NA,07S_NA,10,07S_NA,Groundwater,,,Groundwater,,,NP,A,,,,1,39.2328031386384,-122.31644878262,1,4,,1,12,True,connected,True
08S_SA1,08S_SA1,22,08S_SA1,,,,,,,S,A,,,,1,39.2322149005538,-122.035921974466,1,4,,1,12,True,connected,True
08S_SA2,08S_SA2,22,08S_SA2,,,,,,,S,A,,,,1,39.1945115777878,-122.177095401341,1,4,,1,12,True,connected,True
08S_PR,08S_PR,17,08S_PR,,,,,,,PR,R,,,,1,39.1638235966625,-122.057664225453,1,4,,1,12,True,connected,True
08S_NU,08S_NU,12,08S_NU,"Cities of Colusa, Williams, Knights Landing and Small Communities.",,,"Cities of Colusa, Williams, Knights Landing and Small Communities.",,,NP,U,,,,1,39.1541234977494,-122.151089607686,1,4,,1,12,True,isolated,True
SBP028,SBP028,1,SBP028,C2VSIM Node at DWR Pump Station #3,27.52,Sutter Bypass,C2VSIM Node at DWR Pump Station #3,278,335.0,CH,BYP,,SBP,28.0,1,39.1150113102558,-121.782518909533,1,4,,1,12,True,connected,True
SBP031,SBP031,1,SBP031,C2VSIM Node near USGS Gage - 11390425,31.0,Sutter Bypass,C2VSIM Node near USGS Gage - 11390425,270,334.0,CH,BYP,11390425,SBP,31.0,1,39.1448707026629,-121.834511834102,1,4,,1,12,True,connected,True
SBP024,SBP024,1,SBP024,C2VSIM Node,23.52,Sutter Bypass,C2VSIM Node,281,336.0,CH,BYP,,SBP,24.0,1,39.0649303886966,-121.749261571707,1,4,,1,12,True,connected,True
SAC109,SAC109,7,SAC109,Diversion. Unknown Pump Station,108.7,Sacramento River,Diversion. Unknown Pump Station,,,CH,STM,,SAC,109.0,1,38.9085409959973,-121.811345902684,1,4,,1,12,True,connected,True
SAC093,SAC093,7,SAC093,Colusa Basin Drain return at Knights Landing,92.82,Sacramento River,Colusa Basin Drain return at Knights Landing,,,CH,STM,,SAC,93.0,1,38.802229479196,-121.72151618729,1,4,,1,12,True,connected,True
SAC091,SAC091,7,SAC091,Portuguese Bend Pumping Plant,91.18,Sacramento River,Portuguese Bend Pumping Plant,,,CH,STM,,SAC,91.0,1,38.7979026568672,-121.696922043484,1,4,,1,12,True,connected,True
SBP021,SBP021,1,SBP021,SBP diversion to and return from DWRPS2.,20.76,Sutter Bypass,SBP diversion to and return from DWRPS2.,293,337.0,CH,BYP,,SBP,21.0,1,39.026385819698,-121.735065067325,1,4,,1,12,True,connected,True
SBP018,SBP018,1,SBP018,,17.5,Sutter Bypass,,305,338.0,CH,BYP,,SBP,18.0,1,38.9845803165756,-121.711913453326,1,4,,1,12,True,connected,True
SBP014,SBP014,1,SBP014,C2VSIM Node,13.53,Sutter Bypass,C2VSIM Node,317,339.0,CH,BYP,,SBP,14.0,1,38.9451011926654,-121.657845898099,1,4,,1,12,True,connected,True
SBP012,SBP012,1,SBP012,Sutter Bypass at DWR Pump Station #1,12.0,Sutter Bypass,Sutter Bypass at DWR Pump Station #1,,,CH,BYP,,SBP,12.0,1,38.9281390957995,-121.639682250075,1,4,,1,12,True,connected,True
YBP032,YBP032,6,YBP032,Yolo Bypass at Woodland.  Confluence with Cache Creek. Around 7mi downstream of Freemont Weir.  C2VSIM Node.,31.72,Yolo Bypass,Yolo Bypass at Woodland.  Confluence with Cache Creek. Around 7mi downstream of Freemont Weir.  C2VSIM Node.,360,396.0,CH,SG,11453000,YBP,32.0,1,38.6775909723708,-121.659733365283,1,4,,1,12,True,connected,True
YBP026,YBP026,1,YBP026,C2VSIM Node,26.0,Yolo Bypass,C2VSIM Node,401,397.0,CH,BYP,,YBP,26.0,1,38.6030671831944,-121.613923677086,1,4,,1,12,True,connected,True
YBP023,YBP023,1,YBP023,This node is already 2mi downstream of Sacramento Weir which should not occur until YBP038?? C2VSIM Node,23.37,Yolo Bypass,This node is already 2mi downstream of Sacramento Weir which should not occur until YBP038?? C2VSIM Node,407,398.0,CH,BYP,,YBP,23.0,1,38.5655866868713,-121.609289101019,1,4,,1,12,True,connected,True
YBP016,YBP016,1,YBP016,Lisbon Weir. C2VSIM Node,16.0,Yolo Bypass,Lisbon Weir. C2VSIM Node,433,407.0,CH,BYP,,YBP,16.0,1,38.4631954557149,-121.637965156329,1,4,,1,12,True,connected,True
YBP020,YBP020,1,YBP020,Confluence with Putah Creek. Schematic shows this connecting to Sacremento Weir which enters bypass at ~mi30?? C2VSIM/CalSim2 Node,19.93,Yolo Bypass,Confluence with Putah Creek. Schematic shows this connecting to Sacremento Weir which enters bypass at ~mi30?? C2VSIM/CalSim2 Node,414,399.0,CH,BYP,,YBP,20.0,1,38.5157106799806,-121.610716919137,1,4,,1,12,True,connected,True
YBP014,YBP014,1,YBP014,C2VSIM Node near USGS Gage - 11455125,14.0,Yolo Bypass,C2VSIM Node near USGS Gage - 11455125,432,408.0,CH,BYP,11455125,YBP,14.0,1,38.4356400837267,-121.649429839263,1,4,,1,12,True,connected,True
YBP011,YBP011,1,YBP011,C2VSIM Node near USGS Gage - 11455135,16.0,Yolo Bypass,C2VSIM Node near USGS Gage - 11455135,448,409.0,CH,BYP,11455135,YBP,11.0,1,38.3934698293571,-121.662881505387,1,4,,1,12,True,connected,True
YBP007,YBP007,1,YBP007,C2VSIM Node near USGS Gage - 11455145,11.0,Yolo Bypass,C2VSIM Node near USGS Gage - 11455145,460,410.0,CH,BYP,11455145,YBP,7.0,1,38.3360383868852,-121.673068445864,1,4,,1,12,True,connected,True
CSL005,CSL005,1,CSL005,Confluence with Barker Slough via Lindsey Slough. C2VSIM/CalSIM2 Node ~ 2.5mi upstream of USGS Gage - 11455350. Renamed from YBP021 per Andy D's request.,4.63,Yolo Bypass,Confluence with Barker Slough via Lindsey Slough. C2VSIM/CalSIM2 Node ~ 2.5mi upstream of USGS Gage - 11455350. Renamed from YBP021 per Andy D's request.,,,CH,BYP,,CSL,5.0,1,38.2347117460551,-121.678605266432,1,4,,1,12,True,connected,True
BKR002,BKR002,7,BKR002,Barker Slough Pumping Station.  What type of node is this?? CalSim2 Node.,1.69,Barker Slough,Barker Slough Pumping Station.  What type of node is this?? CalSim2 Node.,,,CH,STM,,BKR,2.0,1,38.2762043604325,-121.79699394786,1,4,,1,12,True,connected,True
WTPCYC,WTPCYC,29,WTPCYC,Yuba City Water Treatment Plant,,,Yuba City Water Treatment Plant,,,WWTP,,,,,1,39.1603694289017,-121.624621906172,1,4,,1,12,True,connected,True
16_PU,16_PU,18,16_PU,,,,,,,PR,U,,,,1,39.1376223383869,-121.63941637975,1,4,,1,12,True,connected,True
16_NU,16_NU,12,16_NU,,,,,,,NP,U,,,,1,39.1488636201862,-121.665860345762,1,4,,1,12,True,isolated,True
YCWWTP,YCWWTP,29,YCWWTP,Yuba City Wastewater Treatment Plant,,,Yuba City Wastewater Treatment Plant,,,WWTP,,,,,1,39.1071834393652,-121.612267970863,1,4,,1,12,True,connected,True
16_PA,16_PA,16,16_PA,,,,,,,PR,A,,,,1,39.0275619869018,-121.640659642489,1,4,,1,12,True,connected,True
16_SA,16_SA,16,16_SA,,,,,,,PR,A,,,,1,38.9555045387466,-121.604250807131,1,4,,1,12,True,connected,True
16_NA2,16_NA2,10,16_NA2,,,,,,,NP,A,,,,1,38.9436172231125,-121.634501445518,1,4,,1,12,True,connected,True
MCD028,MCD028,6,MCD028,C2VSIM node. Merced River at Cressey,28.08,Merced River,C2VSIM node. Merced River at Cressey,697,120.0,CH,SG,DWR (CRS),MCD,28.0,2,37.4243401685644,-120.66394308754,1,4,,1,12,True,connected,True
MCD036,MCD036,7,MCD036,C2VSIM node.,36.0,Merced River,C2VSIM node.,698,119.0,CH,STM,,MCD,36.0,2,37.4660924159094,-120.577133861699,1,4,,1,12,True,connected,True
MCD042,MCD042,7,MCD042,C2VSIM node.,42.0,Merced River,C2VSIM node.,699,118.0,CH,STM,,MCD,42.0,2,37.4706311918634,-120.50069782034,1,4,,1,12,True,connected,True
MCD048,MCD048,7,MCD048,C2VSIM node.,48.0,Merced River,C2VSIM node.,700,117.0,CH,STM,11271250,MCD,48.0,2,37.5202220403547,-120.434085489275,1,4,,1,12,True,connected,True
MCD052,MCD052,7,MCD052,C2VSIM node. Crocker-Huffman Diversion Dam to Main Canal near Merced Falls.,52.17,Merced River,C2VSIM node. Crocker-Huffman Diversion Dam to Main Canal near Merced Falls.,701,116.0,CH,STM,,MCD,52.0,2,37.5111257361209,-120.367554866525,1,4,,1,12,True,connected,True
MCLRE,MCLRE,26,MCLRE,Lake McClure/Exchequer Dam.,62.32,Merced River,Lake McClure/Exchequer Dam.,,,STR,SIM,1127000,,,2,37.585276407006,-120.270560163638,1,4,,1,12,True,connected,True
EBP050,EBP050,6,EBP050,"Bear Creek below East Side Canal near Crane Ranch - DWR B0-5516 (Mislocated!  Should be at ~BCK004 : -120.72,37.25388889)",50.0,Eastside Bypass,"Bear Creek below East Side Canal near Crane Ranch - DWR B0-5516 (Mislocated!  Should be at ~BCK004 : -120.72,37.25388889)",,,CH,SG,DWR  B0-5516,EBP,50.0,2,37.260513187782,-120.804034141151,1,4,,1,12,True,connected,True
EBP048,EBP048,1,EBP048,Confluence with Bear Creek. C2VSIM node.,48.12,Eastside Bypass,Confluence with Bear Creek. C2VSIM node.,729,111.0,CH,BYP,,EBP,48.0,2,37.2529384705776,-120.776415609952,1,4,,1,12,True,connected,True
EBP043,EBP043,1,EBP043,Inflow from Owens Creek.  Owens Creek does NOT appear to connect directly to the Bypass anymore!,43.0,Eastside Bypass,Inflow from Owens Creek.  Owens Creek does NOT appear to connect directly to the Bypass anymore!,,,CH,BYP,,EBP,43.0,2,37.2196806817827,-120.713988221107,1,4,,1,12,True,connected,True
EBP042,EBP042,1,EBP042,Inflow from Deadmans Creek.,41.81,Eastside Bypass,Inflow from Deadmans Creek.,,,CH,BYP,,EBP,42.0,2,37.2063349981196,-120.699189171448,1,4,,1,12,True,connected,True
EBP041,EBP041,1,EBP041,Confluence with Mariposa Bypass.,41.26,Eastside Bypass,Confluence with Mariposa Bypass.,,,CH,BYP,,EBP,41.0,2,37.2017150616377,-120.691155248243,1,4,,1,12,True,connected,True
EBP033,EBP033,6,EBP033,DWR Gage.,32.94,Eastside Bypass,DWR Gage.,,,CH,SG,DWR (ELN),EBP,33.0,2,37.1279934553834,-120.588109381508,1,4,,1,12,True,connected,True
EBP032,EBP032,1,EBP032,Confluence with Sand Slough Bypass,32.28,Eastside Bypass,Confluence with Sand Slough Bypass,,,CH,BYP,,EBP,32.0,2,37.1187777480843,-120.584550359094,1,4,,1,12,True,connected,True
EBP030,EBP030,1,EBP030,C2VSIM node. Confluence with Chowchilla River.,30.14,Eastside Bypass,C2VSIM node. Confluence with Chowchilla River.,785,87.0,CH,BYP,,EBP,30.0,2,37.1047542540095,-120.553020568812,1,4,,1,12,True,connected,True
EBP022,EBP022,1,EBP022,Confluence with Ash Slough,21.73,Eastside Bypass,Confluence with Ash Slough,,,CH,BYP,,EBP,22.0,2,37.0314920122287,-120.443923466758,1,4,,1,12,True,connected,True
EBP019,EBP019,1,EBP019,Confluence with Berenda Slough,18.67,Eastside Bypass,Confluence with Berenda Slough,,,CH,BYP,,EBP,19.0,2,36.9959487428932,-120.411511804975,1,4,,1,12,True,connected,True
EBP016,EBP016,1,EBP016,C2VSIM node. Confluence with Fresno River,16.42,Eastside Bypass,C2VSIM node. Confluence with Fresno River,819,76.0,CH,BYP,,EBP,16.0,2,36.9755892133537,-120.381971382666,1,4,,1,12,True,connected,True
EBP001,EBP001,6,EBP001,Chowchilla Bypass at head below control structure. DWRB07802,0.08,Eastside Bypass,Chowchilla Bypass at head below control structure. DWRB07802,,,CH,SG,DWR  B0-7802,EBP,1.0,2,36.7743949170031,-120.284724650172,1,4,,1,12,True,connected,True
FRS020,FRS020,7,FRS020,C2VSIM node.,20.0,Fresno River,C2VSIM node.,821,74.0,CH,STM,,FRS,20.0,2,36.9678233678916,-120.292977809614,1,4,,1,12,True,connected,True
FRS016,FRS016,7,FRS016,C2VSIM node.,16.0,Fresno River,C2VSIM node.,820,75.0,CH,STM,11258250,FRS,16.0,2,36.9755150978433,-120.360479623857,1,4,,1,12,True,connected,True
FRS032,FRS032,7,FRS032,C2VSIM node.,32.0,Fresno River,C2VSIM node.,823,72.0,CH,STM,,FRS,32.0,2,36.9683510443317,-120.089890572051,1,4,,1,12,True,connected,True
FRS036,FRS036,7,FRS036,C2VSIM node. John Franchi Diversion Dam. Main Canal Diversion to Madera ID,36.03,Fresno River,C2VSIM node. John Franchi Diversion Dam. Main Canal Diversion to Madera ID,824,74.0,CH,STM,,FRS,36.0,2,36.9848047592062,-120.025814890095,1,4,,1,12,True,connected,True
CHW006,CHW006,7,CHW006,C2VSIM node.,6.0,Chowchilla River,C2VSIM node.,786,86.0,CH,STM,,CHW,6.0,2,37.1000210021105,-120.452177419942,1,4,,1,12,True,connected,True
